Ref,Title (EN),Publication date,Authors,Publisher (EN),Keywords (EN),Country:CountryNameEN,Country:CountryNameES,Country:CountryNameFR,Language of the document,FileName,Publisher (FR),Publisher (SP),Title (FR),Title (SP),Type of the document (EN),Type of the document (FR),Type of the document (SP)
350,"Africa Can Help Feed Africa, Removing barriers to regional trade in food staples - Summary Version",2012,The World Bank,The World Bank,SPS-General,,,,EN,WB_CanAfricaFeedAfrica_Summary.pdf,The World Bank,The World Bank,"Africa Can Help Feed Africa, Removing barriers to regional trade in food staples - Summary Version","Africa Can Help Feed Africa, Removing barriers to regional trade in food staples - Summary Version",,,
351,Republic of Ghana - Revised Food Safety Action Plan,,The World Bank,The World Bank,Food Safety,Ghana,Ghana,Ghana,EN,WB_GhanaFoodSafetyActionPlan.pdf,The World Bank,The World Bank,Republic of Ghana - Revised Food Safety Action Plan,Republic of Ghana - Revised Food Safety Action Plan,,,
352,"India's Emergent Horticultural Exports, Addressing Sanitary and Phytosanitary Standards and Other Challenges",2007,The World Bank,The World Bank,SPS-General,India,India,Inde,EN,WB_IndiaSPSChallenges_May-07.pdf,The World Bank,The World Bank,"India's Emergent Horticultural Exports, Addressing Sanitary and Phytosanitary Standards and Other Challenges","India's Emergent Horticultural Exports, Addressing Sanitary and Phytosanitary Standards and Other Challenges",,,
353,The role of Standards under Kenya's Export Strategy,2005,The World Bank,The World Bank,SPS-General,Kenya,Kenya,Kenya,EN,WB_KenyaStandards_Mar-05.pdf,The World Bank,The World Bank,The role of Standards under Kenya's Export Strategy,The role of Standards under Kenya's Export Strategy,,,
354,"Lao PDR, Sanitary and Phytosanitary Standards Management - Action Plan for Capacity Building",2006,The World Bank,The World Bank,SPS-General,Lao People's Democratic Republic,Republica Democrática Popular Lao,République démocratique populaire lao,EN,WB_LaoSPSActionPlan_Dec-06.pdf,The World Bank,The World Bank,"Lao PDR, Sanitary and Phytosanitary Standards Management - Action Plan for Capacity Building","Lao PDR, Sanitary and Phytosanitary Standards Management - Action Plan for Capacity Building",,,
355,Moldova - Managing food safety and agricultural health: An action plan,,The World Bank,The World Bank,SPS-General,Moldova,Moldova,Moldova,EN,WB_MoldovaSPSActionPlan.pdf,The World Bank,The World Bank,Moldova - Managing food safety and agricultural health: An action plan,Moldova - Managing food safety and agricultural health: An action plan,,,
356,La problematique sanitaire et phytosanitaire au Niger,2006,La Banque mondiale,The World Bank,SPS-General,Niger,Níger,Niger,FR,WB_ProblematiqueSPSNiger_Jun-06.pdf,The World Bank,The World Bank,La problematique sanitaire et phytosanitaire au Niger,La problematique sanitaire et phytosanitaire au Niger,,,
357,Tanzania's Agro-Food Trade and Emerging SPS Standards: Toward a Strategic Approach and Action Plan,2005,The World Bank,The World Bank,SPS-General,Tanzania,Tanzanía,Tanzanie,EN,WB_TanzaniaSPS_Mar-05.pdf,The World Bank,The World Bank,Tanzania's Agro-Food Trade and Emerging SPS Standards: Toward a Strategic Approach and Action Plan,Tanzania's Agro-Food Trade and Emerging SPS Standards: Toward a Strategic Approach and Action Plan,,,
358,"Uganda, Standards and Trade: Experience, Capacities, and Priorities",2006,The World Bank,The World Bank,SPS-General,Uganda,Uganda,Ouganda,EN,WB_UgandaSPS_Jan-06.pdf,The World Bank,The World Bank,"Uganda, Standards and Trade: Experience, Capacities, and Priorities","Uganda, Standards and Trade: Experience, Capacities, and Priorities",,,
359,Vietnam - Food Safety and Agricultural Health Action Plan,2006,The World Bank,The World Bank,SPS-General,Viet Nam,Viet Nam,Viet Nam,EN,WB_VietnamFoodSafetyReport_Feb-06.pdf,The World Bank,The World Bank,Vietnam - Food Safety and Agricultural Health Action Plan,Vietnam - Food Safety and Agricultural Health Action Plan,,,
360,Zambia: SPS Management - Recommendations of a Joint World Bank/USAID Assessment Team,2006,The World Bank,The World Bank,SPS-General,Zambia,Zambia,Zambie,EN,WB_ZambiaSPSManagement_Jul-06.pdf,The World Bank,The World Bank,Zambia: SPS Management - Recommendations of a Joint World Bank/USAID Assessment Team,Zambia: SPS Management - Recommendations of a Joint World Bank/USAID Assessment Team,,,
361,FDA's International Food Safety Capacity Building Plan,2013,U.S. Food and Drug Administration,U.S. Food and Drug Administration (FDA),Food Safety,United States,Estados Unidos,Etats-Unis,EN,FDA_FSCapacityBuildingPlan_2013.pdf,U.S. Food and Drug Administration (FDA),U.S. Food and Drug Administration (FDA),FDA's International Food Safety Capacity Building Plan,FDA's International Food Safety Capacity Building Plan,,,
362,Review of the National SPS Infrastructure of the People's Republic Of Bangladesh,2006,Digby Gascoine; Abul K. Azad,International Trade Centre (ITC),SPS-General,Bangladesh,Bangladesh,Bangladesh,EN,STDF_PG_321 - Review of the National SPS Infrastructure of the People’s Republic Of Bangladesh.doc,International Trade Centre (ITC),International Trade Centre (ITC),Review of the National SPS Infrastructure of the People's Republic Of Bangladesh,Review of the National SPS Infrastructure of the People's Republic Of Bangladesh,Paper,Papier,Papel
363,The Establishment of the Caribbean Agricultural Health and Food Safety Agency (CAHFSA) and a Regional SPS Regime,2011,Caribbean Community (CARICOM) Secretariat,Caribbean Community (CARICOM),SPS-General,,,,EN,AID-FOR-TRADE CASE STORY - The Establishment of CAHFSA and a Regional SPS Regime.doc,Caribbean Community (CARICOM),Caribbean Community (CARICOM),The Establishment of the Caribbean Agricultural Health and Food Safety Agency (CAHFSA) and a Regional SPS Regime,The Establishment of the Caribbean Agricultural Health and Food Safety Agency (CAHFSA) and a Regional SPS Regime,Other,Autres,Otro
364,Cost benefit analysis procedures to be applied to unwanted organisms or pest responses,1999,John Mumford,Ministry of Agriculture and Forestry (MAF) of New Zealand,SPS-General,New Zealand,Nueva Zelandia,Nouvelle-Zélande,EN,Cost benefit analysis procedures to be applied to unwanted organisms or pest responses.doc,Ministry of Agriculture and Forestry (MAF) of New Zealand,Ministry of Agriculture and Forestry (MAF) of New Zealand,Cost benefit analysis procedures to be applied to unwanted organisms or pest responses,Cost benefit analysis procedures to be applied to unwanted organisms or pest responses,Other,Autres,Otro
365,OIE Economic Studies Part I: Prevention Versus Outbreak Costs,2007,Agra CEAS Consulting,World Organisation for Animal Health (OIE),Animal Health,,,,EN,Prevention versus outbreak costs.ppt,World Organisation for Animal Health (OIE),World Organisation for Animal Health (OIE),OIE Economic Studies Part I: Prevention Versus Outbreak Costs,OIE Economic Studies Part I: Prevention Versus Outbreak Costs,Powerpoint Presentation,Powerpoint Presentation,Powerpoint Presentation
366,IPPC National Phytosanitary Capacity Building Strategy,2010,International Plant Protection Convention (IPPC),International Plant Protection Convention (IPPC),Plant Health,,,,EN,IPPC_National_Phytosanitary_Capacity_.doc,International Plant Protection Convention (IPPC),International Plant Protection Convention (IPPC),IPPC National Phytosanitary Capacity Building Strategy,IPPC National Phytosanitary Capacity Building Strategy,,,
367,Regional Review of Development Policy Interventions in Key Agricultural Commodity Sectors in non-ACP African Developing Countries,2008,Marian Garcia,University of Kent,Plant Health,,,,EN,Regional Review of Development Policy Interventions in Key Agricultural Commodity Sectors.doc,University of Kent,University of Kent,Regional Review of Development Policy Interventions in Key Agricultural Commodity Sectors in non-ACP African Developing Countries,Regional Review of Development Policy Interventions in Key Agricultural Commodity Sectors in non-ACP African Developing Countries,Other,Autres,Otro
368,Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits - Budget,2009,Frédéric Plumelle,Economic Community Of West African States (ECOWAS),Plant Health,,,,FR,Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits - Budget.ppt,Communauté Economique Des Etats de l'Afrique de l'Ouest  (CEDEAO),Economic Community Of West African States (ECOWAS),Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits - Budget,Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits - Budget,Other,Autres,Otro
369,Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits - Montage institutionnel,2009,Frédéric Plumelle,Economic Community Of West African States (ECOWAS),Plant Health,,,,FR,Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits - Montage institutionnel.ppt,Communauté Economique Des Etats de l'Afrique de l'Ouest  (CEDEAO),Economic Community Of West African States (ECOWAS),Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits - Montage institutionnel,Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits - Montage institutionnel,Powerpoint Presentation,Powerpoint Presentation,Powerpoint Presentation
370,Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits,2009,Frédéric Plumelle,Economic Community Of West African States (ECOWAS),Plant Health,,,,FR,Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits.ppt,Communauté Economique Des Etats de l'Afrique de l'Ouest  (CEDEAO),Economic Community Of West African States (ECOWAS),Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits,Présentation du Plan d’Action Régional en Afrique de l’Ouest contre les mouches des fruits,Powerpoint Presentation,Powerpoint Presentation,Powerpoint Presentation
371,Aid-for-Trade Case Story - Case Story on Fiji's Competent Authority,2011,Government of Fiji,Government of Fiji,SPS-General,Fiji,Fiji,Fidji,EN,AID-FOR-TRADE CASE STORY - Case story on Fiji's Competent Authority.doc,Government of Fiji,Government of Fiji,Aid-for-Trade Case Story - Case Story on Fiji's Competent Authority,Aid-for-Trade Case Story - Case Story on Fiji's Competent Authority,Other,Autres,Otro
372,Exporter pour mieux vivre,2008,Programme Initiative Pesticides (PIP),Programme Initiative Pesticide (PIP),Plant Health,Kenya,Kenya,Kenya,FR,Aide au développement durable - Exporter pour mieux vivre (Video - French).mht,Programme Initiative Pesticide (PIP),Programme Initiative Pesticide (PIP),Exporter pour mieux vivre,Exporter pour mieux vivre,Other,Autres,Otro
373,Fruitful Returns From Fruit Fly Management Project,2009,United States Department of Agriculture (USDA),United States Department of Agriculture (USDA),Plant Health,,,,EN,Fruitful Returns From Fruit Fly Management Project.htm,United States Department of Agriculture (USDA),United States Department of Agriculture (USDA),Fruitful Returns From Fruit Fly Management Project,Fruitful Returns From Fruit Fly Management Project,Other,Autres,Otro
374,Report of Impact Assessment of SPS Measures: A Case Study of EU Bans on Nile Perch Imports from Kenya,2010,A. Edewa; L. Obungu; U. Kleih,Natural Resources Institute (NRI),SPS-General,Kenya,Kenya,Kenya,EN,Report of Impact Assessment A Case Study of EU Bans on Nile Perch Imports from Kenya.doc,Natural Resources Institute (NRI),Natural Resources Institute (NRI),Report of Impact Assessment of SPS Measures: A Case Study of EU Bans on Nile Perch Imports from Kenya,Report of Impact Assessment of SPS Measures: A Case Study of EU Bans on Nile Perch Imports from Kenya,Report,Rapport,Reporte
375,Impact Assessment of SPS Measures: Avocado case study - Kenya ,2010,A. Edewa; W. Otieno; U. Kleih,Natural Resources Institute (NRI),Plant Health,Kenya,Kenya,Kenya,EN,Impact Assessment of SPS Measures Avocado case study - Kenya.ppt,Natural Resources Institute (NRI),Natural Resources Institute (NRI),Impact Assessment of SPS Measures: Avocado case study - Kenya ,Impact Assessment of SPS Measures: Avocado case study - Kenya ,Powerpoint Presentation,Powerpoint Presentation,Powerpoint Presentation
376,Impact Assessment of SPS Measures: Nile perch case study - Kenya ,2010,A. Edewa; L. Obungu; U. Kleih,Natural Resources Institute (NRI),SPS-General,Kenya,Kenya,Kenya,EN,Impact Assessment of SPS Measures Nile perch case study - Kenya.ppt,Natural Resources Institute (NRI),Natural Resources Institute (NRI),Impact Assessment of SPS Measures: Nile perch case study - Kenya ,Impact Assessment of SPS Measures: Nile perch case study - Kenya ,Powerpoint Presentation,Powerpoint Presentation,Powerpoint Presentation
377,Impact Assessment of SPS Measures using a Causal Chain Analysis. ,2010,Ulrich Kleih,Natural Resources Institute (NRI),SPS-General,,,,EN,Impact Assessment of SPS Measures using a Causal Chain Analysis.ppt,Natural Resources Institute (NRI),Natural Resources Institute (NRI),Impact Assessment of SPS Measures using a Causal Chain Analysis. ,Impact Assessment of SPS Measures using a Causal Chain Analysis. ,Powerpoint Presentation,Powerpoint Presentation,Powerpoint Presentation
